===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,firstStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
269,,269,2019-03-19 00:00:00,1806.0,1825.0,1806.0,1815.0,16697949.0,,firstStrategy,269,737137.0,Broker,269,10000.0,10000.0,BuySell,269,,,Trades - Net Profit/Loss,269,,
270,,270,2019-03-25 00:00:00,1820.0,1824.0,1780.0,1820.0,10272563.0,,firstStrategy,270,737143.0,Broker,270,10000.0,10000.0,BuySell,270,,,Trades - Net Profit/Loss,270,,
271,,271,2019-03-26 00:00:00,1797.0,1809.0,1762.0,1797.0,13304961.0,,firstStrategy,271,737144.0,Broker,271,10000.0,10000.0,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,,272,2019-03-27 00:00:00,1800.0,1810.0,1787.0,1810.0,9116342.0,,firstStrategy,272,737145.0,Broker,272,10000.0,10000.0,BuySell,272,,,Trades - Net Profit/Loss,272,,
273,,273,2019-03-30 00:00:00,1811.0,1850.0,1811.0,1840.0,10513925.0,,firstStrategy,273,737148.0,Broker,273,10000.0,10000.0,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,,274,2019-03-31 00:00:00,1845.0,1850.0,1810.0,1820.0,9188175.0,,firstStrategy,274,737149.0,Broker,274,10000.0,10000.0,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,,275,2019-04-06 00:00:00,1830.0,1837.0,1806.0,1821.0,9871555.0,,firstStrategy,275,737155.0,Broker,275,10000.0,10000.0,BuySell,275,,,Trades - Net Profit/Loss,275,,
276,,276,2019-04-07 00:00:00,1820.0,1823.0,1788.0,1790.0,28425940.0,,firstStrategy,276,737156.0,Broker,276,10000.0,10000.0,BuySell,276,,,Trades - Net Profit/Loss,276,,
277,,277,2019-04-08 00:00:00,1790.0,1831.0,1779.0,1830.0,27906000.0,,firstStrategy,277,737157.0,Broker,277,10000.0,10000.0,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,,278,2019-04-09 00:00:00,1798.0,1842.0,1790.0,1823.0,24313622.0,,firstStrategy,278,737158.0,Broker,278,10000.0,10000.0,BuySell,278,,,Trades - Net Profit/Loss,278,,
279,,279,2019-04-10 00:00:00,1829.0,1888.0,1808.0,1872.0,43843890.0,,firstStrategy,279,737159.0,Broker,279,10000.0,10000.0,BuySell,279,,,Trades - Net Profit/Loss,279,,
280,,280,2019-04-13 00:00:00,1862.0,1919.0,1862.0,1901.0,36572215.0,,firstStrategy,280,737162.0,Broker,280,10000.0,10000.0,BuySell,280,,,Trades - Net Profit/Loss,280,,
281,,281,2019-04-14 00:00:00,1910.0,1950.0,1865.0,1940.0,28261948.0,,firstStrategy,281,737163.0,Broker,281,10000.0,10000.0,BuySell,281,,,Trades - Net Profit/Loss,281,,
282,,282,2019-04-15 00:00:00,1923.0,1999.0,1923.0,1955.0,41580538.0,,firstStrategy,282,737164.0,Broker,282,10000.0,10000.0,BuySell,282,,,Trades - Net Profit/Loss,282,,
283,,283,2019-04-16 00:00:00,1960.0,1998.0,1898.0,1900.0,24884326.0,,firstStrategy,283,737165.0,Broker,283,10000.0,10000.0,BuySell,283,,,Trades - Net Profit/Loss,283,,
284,,284,2019-04-17 00:00:00,1920.0,1941.0,1875.0,1900.0,21055687.0,,firstStrategy,284,737166.0,Broker,284,10000.0,10000.0,BuySell,284,,,Trades - Net Profit/Loss,284,,
285,,285,2019-04-20 00:00:00,1948.0,2009.0,1940.0,2009.0,44242866.0,,firstStrategy,285,737169.0,Broker,285,10000.0,10000.0,BuySell,285,,,Trades - Net Profit/Loss,285,,
286,,286,2019-04-22 00:00:00,2100.0,2100.0,2003.0,2026.0,45990124.0,,firstStrategy,286,737171.0,Broker,286,10000.0,10000.0,BuySell,286,,,Trades - Net Profit/Loss,286,,
287,,287,2019-04-23 00:00:00,1998.0,2050.0,1980.0,1990.0,29230232.0,,firstStrategy,287,737172.0,Broker,287,10000.0,10000.0,BuySell,287,,,Trades - Net Profit/Loss,287,,
288,,288,2019-04-24 00:00:00,2000.0,2044.0,1976.0,1990.0,16475673.0,,firstStrategy,288,737173.0,Broker,288,10000.0,10000.0,BuySell,288,,,Trades - Net Profit/Loss,288,,
289,,289,2019-04-27 00:00:00,1998.0,1998.0,1900.0,1998.0,23394781.0,,firstStrategy,289,737176.0,Broker,289,10000.0,10000.0,BuySell,289,,,Trades - Net Profit/Loss,289,,
290,,290,2019-04-28 00:00:00,1946.0,2030.0,1942.0,2010.0,26081472.0,,firstStrategy,290,737177.0,Broker,290,10000.0,10000.0,BuySell,290,,,Trades - Net Profit/Loss,290,,
291,,291,2019-04-29 00:00:00,2017.0,2095.0,2001.0,2095.0,97167090.0,,firstStrategy,291,737178.0,Broker,291,10000.0,10000.0,BuySell,291,,,Trades - Net Profit/Loss,291,,
292,,292,2019-04-30 00:00:00,2180.0,2196.0,2103.0,2130.0,97596977.0,,firstStrategy,292,737179.0,Broker,292,10000.0,10000.0,BuySell,292,,,Trades - Net Profit/Loss,292,,
293,,293,2019-05-01 00:00:00,2149.0,2216.0,2120.0,2149.0,36309913.0,,firstStrategy,293,737180.0,Broker,293,10000.0,10000.0,BuySell,293,,,Trades - Net Profit/Loss,293,,
294,,294,2019-05-04 00:00:00,2195.0,2239.0,2146.0,2195.0,63658490.0,,firstStrategy,294,737183.0,Broker,294,10000.0,10000.0,BuySell,294,,,Trades - Net Profit/Loss,294,,
295,,295,2019-05-05 00:00:00,2200.0,2220.0,2100.0,2153.0,39784357.0,,firstStrategy,295,737184.0,Broker,295,10000.0,10000.0,BuySell,295,,,Trades - Net Profit/Loss,295,,
296,,296,2019-05-06 00:00:00,2063.0,2150.0,2049.0,2049.0,36661282.0,,firstStrategy,296,737185.0,Broker,296,10000.0,10000.0,BuySell,296,,,Trades - Net Profit/Loss,296,,
297,,297,2019-05-07 00:00:00,1961.0,2020.0,1955.0,1963.0,51973940.0,,firstStrategy,297,737186.0,Broker,297,10000.0,10000.0,BuySell,297,,,Trades - Net Profit/Loss,297,,
298,,298,2019-05-08 00:00:00,1920.0,2017.0,1920.0,1992.0,23040350.0,,firstStrategy,298,737187.0,Broker,298,10000.0,10000.0,BuySell,298,,,Trades - Net Profit/Loss,298,,
299,,299,2019-05-11 00:00:00,2030.0,2030.0,1913.0,2030.0,19065804.0,,firstStrategy,299,737190.0,Broker,299,10000.0,10000.0,BuySell,299,,,Trades - Net Profit/Loss,299,,
300,,300,2019-05-12 00:00:00,1950.0,1996.0,1898.0,1941.0,26817892.0,,firstStrategy,300,737191.0,Broker,300,10000.0,10000.0,BuySell,300,,,Trades - Net Profit/Loss,300,,
301,,301,2019-05-13 00:00:00,1955.0,1988.0,1926.0,1967.0,10010615.0,,firstStrategy,301,737192.0,Broker,301,10000.0,10000.0,BuySell,301,,,Trades - Net Profit/Loss,301,,
302,,302,2019-05-14 00:00:00,1951.0,1988.0,1920.0,1920.0,29806387.0,,firstStrategy,302,737193.0,Broker,302,10000.0,10000.0,BuySell,302,,,Trades - Net Profit/Loss,302,,
303,,303,2019-05-15 00:00:00,1970.0,1972.0,1898.0,1935.0,18578001.0,,firstStrategy,303,737194.0,Broker,303,10000.0,10000.0,BuySell,303,,,Trades - Net Profit/Loss,303,,
304,,304,2019-05-18 00:00:00,1941.0,1981.0,1902.0,1907.0,19963276.0,,firstStrategy,304,737197.0,Broker,304,10000.0,10000.0,BuySell,304,,,Trades - Net Profit/Loss,304,,
305,,305,2019-05-19 00:00:00,1952.0,1952.0,1898.0,1922.0,20869521.0,,firstStrategy,305,737198.0,Broker,305,10000.0,10000.0,BuySell,305,,,Trades - Net Profit/Loss,305,,
306,,306,2019-05-20 00:00:00,1946.0,1980.0,1905.0,1955.0,17828471.0,,firstStrategy,306,737199.0,Broker,306,10000.0,10000.0,BuySell,306,,,Trades - Net Profit/Loss,306,,
307,,307,2019-05-21 00:00:00,1969.0,2029.0,1931.0,1965.0,26377996.0,,firstStrategy,307,737200.0,Broker,307,10000.0,10000.0,BuySell,307,,,Trades - Net Profit/Loss,307,,
308,,308,2019-05-22 00:00:00,1988.0,1991.0,1971.0,1980.0,18711907.0,,firstStrategy,308,737201.0,Broker,308,10000.0,10000.0,BuySell,308,,,Trades - Net Profit/Loss,308,,
309,,309,2019-05-25 00:00:00,1986.0,1997.0,1944.0,1955.0,14119996.0,,firstStrategy,309,737204.0,Broker,309,10000.0,10000.0,BuySell,309,,,Trades - Net Profit/Loss,309,,
310,,310,2019-05-26 00:00:00,1950.0,1989.0,1944.0,1965.0,32549336.0,,firstStrategy,310,737205.0,Broker,310,10000.0,10000.0,BuySell,310,,,Trades - Net Profit/Loss,310,,
311,,311,2019-05-28 00:00:00,1968.0,2014.0,1966.0,1999.0,65350258.0,,firstStrategy,311,737207.0,Broker,311,10000.0,10000.0,BuySell,311,,,Trades - Net Profit/Loss,311,,
312,,312,2019-05-29 00:00:00,2009.0,2045.0,1990.0,2026.0,48602977.0,,firstStrategy,312,737208.0,Broker,312,10000.0,10000.0,BuySell,312,,,Trades - Net Profit/Loss,312,,
313,,313,2019-06-01 00:00:00,2000.0,2028.0,1974.0,1990.0,24027919.0,,firstStrategy,313,737211.0,Broker,313,10000.0,10000.0,BuySell,313,,,Trades - Net Profit/Loss,313,,
314,,314,2019-06-02 00:00:00,2000.0,2011.0,1959.0,1980.0,28858260.0,,firstStrategy,314,737212.0,Broker,314,10000.0,10000.0,BuySell,314,,,Trades - Net Profit/Loss,314,,
315,,315,2019-06-03 00:00:00,1990.0,2015.0,1988.0,2010.0,24620114.0,,firstStrategy,315,737213.0,Broker,315,10000.0,10000.0,BuySell,315,,,Trades - Net Profit/Loss,315,,
316,,316,2019-06-08 00:00:00,2007.0,2049.0,2000.0,2040.0,15369469.0,,firstStrategy,316,737218.0,Broker,316,10000.0,10000.0,BuySell,316,,,Trades - Net Profit/Loss,316,,
317,,317,2019-06-09 00:00:00,2042.0,2069.0,2040.0,2050.0,27966480.0,,firstStrategy,317,737219.0,Broker,317,10000.0,10000.0,BuySell,317,,,Trades - Net Profit/Loss,317,,
318,,318,2019-06-10 00:00:00,2068.0,2068.0,1998.0,2013.0,31802931.0,,firstStrategy,318,737220.0,Broker,318,10000.0,10000.0,BuySell,318,,,Trades - Net Profit/Loss,318,,
319,,319,2019-06-11 00:00:00,2020.0,2040.0,1981.0,2025.0,23629459.0,,firstStrategy,319,737221.0,Broker,319,10000.0,10000.0,BuySell,319,,,Trades - Net Profit/Loss,319,,
320,,320,2019-06-12 00:00:00,2037.0,2047.0,2009.0,2029.0,45890444.0,,firstStrategy,320,737222.0,Broker,320,10000.0,10000.0,BuySell,320,,,Trades - Net Profit/Loss,320,,
321,,321,2019-06-15 00:00:00,2027.0,2098.0,2005.0,2078.0,35986893.0,,firstStrategy,321,737225.0,Broker,321,10000.0,10000.0,BuySell,321,,,Trades - Net Profit/Loss,321,,
322,,322,2019-06-16 00:00:00,2096.0,2167.0,2094.0,2134.0,31648551.0,,firstStrategy,322,737226.0,Broker,322,10000.0,10000.0,BuySell,322,,,Trades - Net Profit/Loss,322,,
323,,323,2019-06-17 00:00:00,2116.0,2166.0,2080.0,2115.0,16234892.0,,firstStrategy,323,737227.0,Broker,323,10000.0,10000.0,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,,324,2019-06-18 00:00:00,2118.0,2140.0,2085.0,2085.0,13227032.0,,firstStrategy,324,737228.0,Broker,324,10000.0,10000.0,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,,325,2019-06-19 00:00:00,2100.0,2100.0,2034.0,2058.0,13286125.0,,firstStrategy,325,737229.0,Broker,325,10000.0,10000.0,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,,326,2019-06-22 00:00:00,2040.0,2080.0,2013.0,2068.0,20900420.0,,firstStrategy,326,737232.0,Broker,326,10000.0,10000.0,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,,327,2019-06-23 00:00:00,2050.0,2139.0,2050.0,2118.0,22046193.0,,firstStrategy,327,737233.0,Broker,327,10000.0,10000.0,BuySell,327,,,Trades - Net Profit/Loss,327,,
328,,328,2019-06-24 00:00:00,2120.0,2177.0,2102.0,2175.0,62144535.0,,firstStrategy,328,737234.0,Broker,328,10000.0,10000.0,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,,329,2019-06-25 00:00:00,2170.0,2210.0,2133.0,2205.0,35091238.0,,firstStrategy,329,737235.0,Broker,329,10000.0,10000.0,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,,330,2019-06-26 00:00:00,2210.0,2250.0,2197.0,2230.0,48699852.0,,firstStrategy,330,737236.0,Broker,330,10000.0,10000.0,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,,331,2019-06-30 00:00:00,2254.0,2292.0,2231.0,2290.0,46824877.0,,firstStrategy,331,737240.0,Broker,331,10000.0,10000.0,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,,332,2019-07-01 00:00:00,2289.0,2321.0,2270.0,2316.0,46133850.0,,firstStrategy,332,737241.0,Broker,332,10000.0,10000.0,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,,333,2019-07-02 00:00:00,2321.0,2321.0,2261.0,2299.0,32656376.0,,firstStrategy,333,737242.0,Broker,333,10000.0,10000.0,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,,334,2019-07-03 00:00:00,2284.0,2328.0,2263.0,2296.0,16495834.0,,firstStrategy,334,737243.0,Broker,334,10000.0,10000.0,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,,335,2019-07-06 00:00:00,2296.0,2296.0,2216.0,2242.0,12329014.0,,firstStrategy,335,737246.0,Broker,335,10000.0,10000.0,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,,336,2019-07-07 00:00:00,2202.0,2289.0,2202.0,2270.0,16228376.0,,firstStrategy,336,737247.0,Broker,336,10000.0,10000.0,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,,337,2019-07-08 00:00:00,2250.0,2275.0,2229.0,2263.0,20392764.0,,firstStrategy,337,737248.0,Broker,337,10000.0,10000.0,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,,338,2019-07-09 00:00:00,2240.0,2270.0,2223.0,2260.0,25337209.0,,firstStrategy,338,737249.0,Broker,338,10000.0,10000.0,BuySell,338,,,Trades - Net Profit/Loss,338,,
339,,339,2019-07-10 00:00:00,2275.0,2333.0,2274.0,2333.0,30882788.0,,firstStrategy,339,737250.0,Broker,339,10000.0,10000.0,BuySell,339,,,Trades - Net Profit/Loss,339,,
340,,340,2019-07-13 00:00:00,2330.0,2399.0,2330.0,2367.0,19844604.0,,firstStrategy,340,737253.0,Broker,340,10000.0,10000.0,BuySell,340,,,Trades - Net Profit/Loss,340,,
341,,341,2019-07-14 00:00:00,2374.0,2424.0,2360.0,2400.0,38878746.0,,firstStrategy,341,737254.0,Broker,341,10000.0,10000.0,BuySell,341,,,Trades - Net Profit/Loss,341,,
342,,342,2019-07-15 00:00:00,2430.0,2430.0,2317.0,2349.0,31444890.0,,firstStrategy,342,737255.0,Broker,342,10000.0,10000.0,BuySell,342,,,Trades - Net Profit/Loss,342,,
343,,343,2019-07-16 00:00:00,2340.0,2340.0,2238.0,2250.0,42544403.0,,firstStrategy,343,737256.0,Broker,343,10000.0,10000.0,BuySell,343,,,Trades - Net Profit/Loss,343,,
344,,344,2019-07-17 00:00:00,2235.0,2335.0,2235.0,2333.0,28297712.0,,firstStrategy,344,737257.0,Broker,344,10000.0,10000.0,BuySell,344,,,Trades - Net Profit/Loss,344,,
345,,345,2019-07-20 00:00:00,2286.0,2370.0,2270.0,2289.0,16360017.0,,firstStrategy,345,737260.0,Broker,345,10000.0,10000.0,BuySell,345,,,Trades - Net Profit/Loss,345,,
346,,346,2019-07-21 00:00:00,2340.0,2432.0,2330.0,2430.0,256276042.0,,firstStrategy,346,737261.0,Broker,346,10000.0,10000.0,BuySell,346,,,Trades - Net Profit/Loss,346,,
347,,347,2019-07-22 00:00:00,2468.0,2495.0,2432.0,2438.0,64022832.0,,firstStrategy,347,737262.0,Broker,347,10000.0,10000.0,BuySell,347,,,Trades - Net Profit/Loss,347,,
348,,348,2019-07-23 00:00:00,2440.0,2467.0,2381.0,2425.0,31231834.0,,firstStrategy,348,737263.0,Broker,348,10000.0,10000.0,BuySell,348,,,Trades - Net Profit/Loss,348,,
349,,349,2019-07-24 00:00:00,2430.0,2459.0,2399.0,2399.0,14894253.0,,firstStrategy,349,737264.0,Broker,349,10000.0,10000.0,BuySell,349,,,Trades - Net Profit/Loss,349,,
350,,350,2019-07-27 00:00:00,2411.0,2447.0,2370.0,2390.0,22006327.0,,firstStrategy,350,737267.0,Broker,350,10000.0,10000.0,BuySell,350,,,Trades - Net Profit/Loss,350,,
351,,351,2019-07-28 00:00:00,2371.0,2421.0,2362.0,2400.0,28138957.0,,firstStrategy,351,737268.0,Broker,351,10000.0,10000.0,BuySell,351,,,Trades - Net Profit/Loss,351,,
352,,352,2019-07-29 00:00:00,2422.0,2487.0,2401.0,2483.0,71203542.0,,firstStrategy,352,737269.0,Broker,352,10000.0,10000.0,BuySell,352,,,Trades - Net Profit/Loss,352,,
353,,353,2019-07-30 00:00:00,2480.0,2567.0,2460.0,2525.0,57501562.0,,firstStrategy,353,737270.0,Broker,353,10000.0,10000.0,BuySell,353,,,Trades - Net Profit/Loss,353,,
354,,354,2019-07-31 00:00:00,2558.0,2585.0,2535.0,2580.0,47795620.0,,firstStrategy,354,737271.0,Broker,354,10000.0,10000.0,BuySell,354,,,Trades - Net Profit/Loss,354,,
355,,355,2019-08-03 00:00:00,2560.0,2598.0,2540.0,2548.0,14216700.0,,firstStrategy,355,737274.0,Broker,355,10000.0,10000.0,BuySell,355,,,Trades - Net Profit/Loss,355,,
356,,356,2019-08-04 00:00:00,2541.0,2580.0,2522.0,2540.0,20503125.0,,firstStrategy,356,737275.0,Broker,356,10000.0,10000.0,BuySell,356,,,Trades - Net Profit/Loss,356,,
357,,357,2019-08-05 00:00:00,2540.0,2540.0,2495.0,2523.0,24446030.0,,firstStrategy,357,737276.0,Broker,357,10000.0,10000.0,BuySell,357,,,Trades - Net Profit/Loss,357,,
358,,358,2019-08-06 00:00:00,2484.0,2539.0,2433.0,2440.0,26365554.0,,firstStrategy,358,737277.0,Broker,358,10000.0,10000.0,BuySell,358,,,Trades - Net Profit/Loss,358,,
359,,359,2019-08-07 00:00:00,2452.0,2483.0,2401.0,2449.0,11119901.0,,firstStrategy,359,737278.0,Broker,359,10000.0,10000.0,BuySell,359,,,Trades - Net Profit/Loss,359,,
360,,360,2019-08-10 00:00:00,2401.0,2450.0,2380.0,2398.0,14427105.0,,firstStrategy,360,737281.0,Broker,360,10000.0,10000.0,BuySell,360,,,Trades - Net Profit/Loss,360,,
361,,361,2019-08-11 00:00:00,2436.0,2436.0,2375.0,2435.0,20258997.0,,firstStrategy,361,737282.0,Broker,361,10000.0,10000.0,BuySell,361,,,Trades - Net Profit/Loss,361,,
362,,362,2019-08-13 00:00:00,2433.0,2446.0,2369.0,2380.0,17029494.0,,firstStrategy,362,737284.0,Broker,362,10000.0,10000.0,BuySell,362,,,Trades - Net Profit/Loss,362,,
363,,363,2019-08-14 00:00:00,2430.0,2470.0,2412.0,2437.0,17931882.0,,firstStrategy,363,737285.0,Broker,363,10000.0,10000.0,BuySell,363,,,Trades - Net Profit/Loss,363,,
364,,364,2019-08-17 00:00:00,2450.0,2470.0,2419.0,2435.0,12021779.0,,firstStrategy,364,737288.0,Broker,364,10000.0,10000.0,BuySell,364,,,Trades - Net Profit/Loss,364,,
365,,365,2019-08-18 00:00:00,2441.0,2470.0,2400.0,2415.0,10854246.0,,firstStrategy,365,737289.0,Broker,365,10000.0,10000.0,BuySell,365,,,Trades - Net Profit/Loss,365,,
366,,366,2019-08-19 00:00:00,2402.0,2453.0,2400.0,2433.0,12477115.0,,firstStrategy,366,737290.0,Broker,366,10000.0,10000.0,BuySell,366,,,Trades - Net Profit/Loss,366,,
367,,367,2019-08-21 00:00:00,2430.0,2459.0,2400.0,2433.0,21644376.0,,firstStrategy,367,737292.0,Broker,367,10000.0,10000.0,BuySell,367,,,Trades - Net Profit/Loss,367,,
368,,368,2019-08-24 00:00:00,2435.0,2470.0,2407.0,2465.0,18012464.0,,firstStrategy,368,737295.0,Broker,368,10000.0,10000.0,BuySell,368,,,Trades - Net Profit/Loss,368,,
369,,369,2019-08-25 00:00:00,2460.0,2498.0,2408.0,2480.0,20255360.0,,firstStrategy,369,737296.0,Broker,369,10000.0,10000.0,BuySell,369,,,Trades - Net Profit/Loss,369,,
370,,370,2019-08-26 00:00:00,2480.0,2583.0,2467.0,2580.0,61328826.0,,firstStrategy,370,737297.0,Broker,370,10000.0,10000.0,BuySell,370,,,Trades - Net Profit/Loss,370,,
371,,371,2019-08-27 00:00:00,2607.0,2656.0,2580.0,2593.0,35169603.0,,firstStrategy,371,737298.0,Broker,371,10000.0,10000.0,BuySell,371,,,Trades - Net Profit/Loss,371,,
372,,372,2019-08-28 00:00:00,2593.0,2742.0,2520.0,2720.0,107839761.0,,firstStrategy,372,737299.0,Broker,372,10000.0,10000.0,BuySell,372,,,Trades - Net Profit/Loss,372,,
373,,373,2019-08-31 00:00:00,2750.0,2775.0,2725.0,2768.0,107399270.0,,firstStrategy,373,737302.0,Broker,373,10000.0,10000.0,BuySell,373,,,Trades - Net Profit/Loss,373,,
374,,374,2019-09-01 00:00:00,2766.0,2847.0,2730.0,2799.0,41473578.0,,firstStrategy,374,737303.0,Broker,374,10000.0,10000.0,BuySell,374,,,Trades - Net Profit/Loss,374,,
375,,375,2019-09-02 00:00:00,2816.0,2816.0,2683.0,2776.0,28631748.0,,firstStrategy,375,737304.0,Broker,375,10000.0,10000.0,BuySell,375,,,Trades - Net Profit/Loss,375,,
376,,376,2019-09-03 00:00:00,2760.0,2780.0,2722.0,2740.0,20917359.0,,firstStrategy,376,737305.0,Broker,376,10000.0,10000.0,BuySell,376,,,Trades - Net Profit/Loss,376,,
377,,377,2019-09-04 00:00:00,2699.0,2797.0,2699.0,2791.0,14631840.0,,firstStrategy,377,737306.0,Broker,377,10000.0,10000.0,BuySell,377,,,Trades - Net Profit/Loss,377,,
378,,378,2019-09-07 00:00:00,2780.0,2801.0,2755.0,2795.0,35797766.0,,firstStrategy,378,737309.0,Broker,378,10000.0,10000.0,BuySell,378,,,Trades - Net Profit/Loss,378,,
379,,379,2019-09-08 00:00:00,2800.0,2855.0,2774.0,2786.0,41514814.0,,firstStrategy,379,737310.0,Broker,379,10000.0,10000.0,BuySell,379,,,Trades - Net Profit/Loss,379,,
380,,380,2019-09-11 00:00:00,2785.0,2860.0,2779.0,2830.0,56731044.0,,firstStrategy,380,737313.0,Broker,380,10000.0,10000.0,BuySell,380,,,Trades - Net Profit/Loss,380,,
381,,381,2019-09-14 00:00:00,2850.0,2961.0,2850.0,2891.0,41321038.0,,firstStrategy,381,737316.0,Broker,381,10000.0,10000.0,BuySell,381,,,Trades - Net Profit/Loss,381,,
382,,382,2019-09-15 00:00:00,2901.0,2950.0,2848.0,2890.0,40817955.0,,firstStrategy,382,737317.0,Broker,382,10000.0,10000.0,BuySell,382,,,Trades - Net Profit/Loss,382,,
383,,383,2019-09-16 00:00:00,2901.0,2998.0,2772.0,2900.0,50809169.0,,firstStrategy,383,737318.0,Broker,383,10000.0,10000.0,BuySell,383,,,Trades - Net Profit/Loss,383,,
384,,384,2019-09-17 00:00:00,2899.0,2899.0,2789.0,2868.0,28965880.0,,firstStrategy,384,737319.0,Broker,384,10000.0,10000.0,BuySell,384,,,Trades - Net Profit/Loss,384,,
385,,385,2019-09-18 00:00:00,2800.0,2820.0,2711.0,2800.0,19192346.0,,firstStrategy,385,737320.0,Broker,385,10000.0,10000.0,BuySell,385,,,Trades - Net Profit/Loss,385,,
386,,386,2019-09-21 00:00:00,2720.0,2795.0,2713.0,2750.0,28176701.0,,firstStrategy,386,737323.0,Broker,386,10000.0,10000.0,BuySell,386,,,Trades - Net Profit/Loss,386,,
387,,387,2019-09-22 00:00:00,2780.0,2810.0,2721.0,2800.0,40803894.0,,firstStrategy,387,737324.0,Broker,387,10000.0,10000.0,BuySell,387,,,Trades - Net Profit/Loss,387,,
388,,388,2019-09-23 00:00:00,2830.0,2898.0,2830.0,2898.0,101060905.0,,firstStrategy,388,737325.0,Broker,388,10000.0,10000.0,BuySell,388,,,Trades - Net Profit/Loss,388,,
389,,389,2019-09-24 00:00:00,2939.0,2939.0,2874.0,2920.0,54445958.0,,firstStrategy,389,737326.0,Broker,389,10000.0,10000.0,BuySell,389,,,Trades - Net Profit/Loss,389,,
390,,390,2019-09-25 00:00:00,2910.0,3027.0,2910.0,3002.0,33529082.0,,firstStrategy,390,737327.0,Broker,390,10000.0,10000.0,BuySell,390,,,Trades - Net Profit/Loss,390,,
391,,391,2019-09-28 00:00:00,3004.0,3055.0,2980.0,3048.0,52570553.0,,firstStrategy,391,737330.0,Broker,391,10000.0,10000.0,BuySell,391,,,Trades - Net Profit/Loss,391,,
392,,392,2019-09-29 00:00:00,3000.0,3023.0,2935.0,2999.0,26832820.0,,firstStrategy,392,737331.0,Broker,392,10000.0,10000.0,BuySell,392,,,Trades - Net Profit/Loss,392,,
393,,393,2019-09-30 00:00:00,2999.0,3055.0,2980.0,3040.0,62334748.0,,firstStrategy,393,737332.0,Broker,393,10000.0,10000.0,BuySell,393,,,Trades - Net Profit/Loss,393,,
394,,394,2019-10-01 00:00:00,3029.0,3130.0,3022.0,3040.0,37932141.0,,firstStrategy,394,737333.0,Broker,394,10000.0,10000.0,BuySell,394,,,Trades - Net Profit/Loss,394,,
395,,395,2019-10-02 00:00:00,3090.0,3090.0,2950.0,3064.0,25891900.0,,firstStrategy,395,737334.0,Broker,395,10000.0,10000.0,BuySell,395,,,Trades - Net Profit/Loss,395,,
396,,396,2019-10-05 00:00:00,3118.0,3118.0,2980.0,2999.0,26881204.0,,firstStrategy,396,737337.0,Broker,396,10000.0,10000.0,BuySell,396,,,Trades - Net Profit/Loss,396,,
397,,397,2019-10-06 00:00:00,3000.0,3010.0,2910.0,3010.0,31547811.0,,firstStrategy,397,737338.0,Broker,397,10000.0,10000.0,BuySell,397,,,Trades - Net Profit/Loss,397,,
398,,398,2019-10-07 00:00:00,2981.0,3070.0,2950.0,3000.0,29279982.0,,firstStrategy,398,737339.0,Broker,398,10000.0,10000.0,BuySell,398,,,Trades - Net Profit/Loss,398,,
399,,399,2019-10-08 00:00:00,3001.0,3002.0,2862.0,2950.0,32363771.0,,firstStrategy,399,737340.0,Broker,399,10000.0,10000.0,BuySell,399,,,Trades - Net Profit/Loss,399,,
400,,400,2019-10-09 00:00:00,2967.0,3062.0,2931.0,3030.0,46527180.0,,firstStrategy,400,737341.0,Broker,400,10000.0,10000.0,BuySell,400,,,Trades - Net Profit/Loss,400,,
401,,401,2019-10-12 00:00:00,3067.0,3163.0,3040.0,3163.0,77932080.0,,firstStrategy,401,737344.0,Broker,401,10000.0,10000.0,BuySell,401,,,Trades - Net Profit/Loss,401,,
402,,402,2019-10-13 00:00:00,3295.0,3300.0,3212.0,3245.0,76463681.0,,firstStrategy,402,737345.0,Broker,402,10000.0,10000.0,BuySell,402,,,Trades - Net Profit/Loss,402,,
403,,403,2019-10-14 00:00:00,3264.0,3279.0,3141.0,3249.0,33594216.0,,firstStrategy,403,737346.0,Broker,403,10000.0,10000.0,BuySell,403,,,Trades - Net Profit/Loss,403,,
404,,404,2019-10-15 00:00:00,3229.0,3294.0,3046.0,3060.0,98612754.0,,firstStrategy,404,737347.0,Broker,404,10000.0,10000.0,BuySell,404,,,Trades - Net Profit/Loss,404,,
